49 13
0.7
300
-1.200000 0.000000 0.655853 0.683353 0.000016 1.741063
-1.200000 0.064163 0.655853 0.683353 0.000016 1.741063
-1.200000 0.129136 0.655858 0.683342 0.000043 1.741063
-1.200000 0.195313 0.655864 0.683314 0.000072 1.741049
-1.200000 0.262716 0.655880 0.683275 0.000097 1.741046
-1.200000 0.331092 0.655895 0.683218 0.000117 1.741024
-1.200000 0.400000 0.655923 0.683149 0.000137 1.741020
-1.200000 0.468908 0.655947 0.683068 0.000141 1.740994
-1.200000 0.537284 0.655987 0.683005 0.000151 1.741021
-1.200000 0.604688 0.656015 0.682927 0.000135 1.741006
-1.200000 0.670864 0.656059 0.682820 0.000138 1.741004
-1.200000 0.735837 0.656080 0.682546 0.000101 1.740784
-1.200000 0.800000 0.656107 0.682331 0.000047 1.740640
-1.083390 0.000000 0.655853 0.683353 0.000016 1.741063
-1.083390 0.064163 0.655853 0.683353 0.000016 1.741063
-1.083390 0.129136 0.655858 0.683342 0.000043 1.741063
-1.083390 0.195312 0.655864 0.683314 0.000072 1.741049
-1.083390 0.262716 0.655880 0.683275 0.000097 1.741046
-1.083390 0.331092 0.655895 0.683218 0.000117 1.741024
-1.083390 0.400000 0.655923 0.683149 0.000137 1.741020
-1.083390 0.468908 0.655947 0.683068 0.000141 1.740994
-1.083390 0.537284 0.655987 0.683005 0.000151 1.741021
-1.083390 0.604687 0.656015 0.682927 0.000135 1.741006
-1.083390 0.670864 0.656059 0.682820 0.000138 1.741004
-1.083390 0.735837 0.656080 0.682546 0.000101 1.740784
-1.083390 0.799999 0.656107 0.682331 0.000047 1.740640
-0.967914 0.000000 0.654317 0.683691-0.000016 1.737712
-0.967914 0.064163 0.654317 0.683691-0.000016 1.737712
-0.967914 0.129136 0.654321 0.683695-0.000042 1.737727
-0.967914 0.195312 0.654330 0.683702-0.000075 1.737757
-0.967914 0.262716 0.654344 0.683714-0.000105 1.737801
-0.967914 0.331091 0.654360 0.683725-0.000138 1.737852
-0.967914 0.399999 0.654378 0.683744-0.000168 1.737917
-0.967914 0.468907 0.654399 0.683764-0.000191 1.737987
-0.967914 0.537284 0.654414 0.683785-0.000214 1.738045
-0.967914 0.604687 0.654433 0.683804-0.000216 1.738112
-0.967914 0.670864 0.654432 0.683820-0.000233 1.738128
-0.967914 0.735837 0.654447 0.683931-0.000191 1.738274
-0.967914 0.799999 0.654436 0.684037-0.000097 1.738352
-0.854624 0.000000 0.651230 0.683534 0.000022 1.730132
-0.854624 0.064163 0.651230 0.683534 0.000022 1.730132
-0.854624 0.129136 0.651225 0.683519 0.000059 1.730105
-0.854624 0.195312 0.651213 0.683486 0.000103 1.730041
-0.854624 0.262716 0.651197 0.683434 0.000142 1.729947
-0.854624 0.331091 0.651173 0.683362 0.000184 1.729815
-0.854624 0.399999 0.651148 0.683263 0.000225 1.729651
-0.854624 0.468907 0.651114 0.683154 0.000256 1.729455
-0.854624 0.537283 0.651091 0.683051 0.000295 1.729287
-0.854624 0.604687 0.651052 0.682944 0.000302 1.729077
-0.854624 0.670863 0.651041 0.682773 0.000351 1.728879
-0.854624 0.735836 0.650992 0.682276 0.000307 1.728265
-0.854624 0.799999 0.650993 0.681803 0.000171 1.727799
-0.744426 0.000000 0.648332 0.683893-0.000026 1.723578
-0.744426 0.064163 0.648332 0.683893-0.000026 1.723578
-0.744426 0.129136 0.648341 0.683904-0.000066 1.723611
-0.744426 0.195312 0.648359 0.683921-0.000121 1.723673
-0.744426 0.262716 0.648389 0.683954-0.000170 1.723779
-0.744426 0.331091 0.648424 0.683987-0.000231 1.723897
-0.744426 0.399999 0.648470 0.684052-0.000288 1.724074
-0.744426 0.468908 0.648518 0.684111-0.000344 1.724252
-0.744426 0.537284 0.648562 0.684189-0.000406 1.724443
-0.744426 0.604687 0.648617 0.684236-0.000431 1.724630
-0.744426 0.670864 0.648635 0.684331-0.000520 1.724769
-0.744426 0.735837 0.648707 0.684830-0.000472 1.725442
-0.744426 0.799999 0.648703 0.685450-0.000299 1.726055
-0.638015 0.000000 0.644784 0.683740 0.000028 1.714970
-0.638015 0.064163 0.644784 0.683740 0.000028 1.714970
-0.638015 0.129136 0.644775 0.683721 0.000073 1.714929
-0.638015 0.195312 0.644759 0.683682 0.000134 1.714850
-0.638015 0.262716 0.644731 0.683610 0.000191 1.714705
-0.638015 0.331092 0.644699 0.683517 0.000270 1.714534
-0.638015 0.400000 0.644651 0.683366 0.000344 1.714260
-0.638015 0.468908 0.644605 0.683220 0.000435 1.713993
-0.638015 0.537284 0.644556 0.683035 0.000533 1.713673
-0.638015 0.604687 0.644495 0.682911 0.000596 1.713383
-0.638015 0.670864 0.644472 0.682628 0.000759 1.713038
-0.638015 0.735837 0.644359 0.681586 0.000736 1.711725
-0.638015 0.800000 0.644362 0.680186 0.000520 1.710311
-0.535829 0.000000 0.641738 0.684011-0.000038 1.708046
-0.535829 0.064163 0.641738 0.684011-0.000038 1.708046
-0.535829 0.129136 0.641748 0.684026-0.000104 1.708085
-0.535829 0.195313 0.641764 0.684049-0.000192 1.708148
-0.535829 0.262716 0.641801 0.684099-0.000273 1.708287
-0.535829 0.331092 0.641836 0.684151-0.000393 1.708424
-0.535829 0.400000 0.641906 0.684271-0.000496 1.708719
-0.535829 0.468908 0.641966 0.684358-0.000643 1.708954
-0.535829 0.537284 0.642050 0.684543-0.000778 1.709360
-0.535829 0.604688 0.642135 0.684575-0.000891 1.709616
-0.535829 0.670865 0.642183 0.684810-0.001113 1.709974
-0.535829 0.735838 0.642350 0.686082-0.001121 1.711640
-0.535829 0.800000 0.642371 0.688354-0.000868 1.714012
-0.438015 0.000000 0.639023 0.683914 0.000035 1.701540
-0.438015 0.064163 0.639023 0.683914 0.000035 1.701540
-0.438015 0.129135 0.638978 0.683893 0.000104 1.701411
-0.438015 0.195312 0.638894 0.683852 0.000190 1.701171
-0.438015 0.262715 0.638752 0.683771 0.000272 1.700751
-0.438015 0.331091 0.638593 0.683667 0.000410 1.700267
-0.438015 0.399999 0.638363 0.683461 0.000520 1.699505
-0.438015 0.468907 0.638160 0.683302 0.000732 1.698854
-0.438015 0.537283 0.637907 0.682976 0.000905 1.697894
-0.438015 0.604686 0.637704 0.682901 0.001129 1.697299
-0.438015 0.670862 0.637544 0.682444 0.001451 1.696443
-0.438015 0.735835 0.637265 0.680468 0.001577 1.693813
-0.438015 0.799998 0.637278 0.676295 0.001363 1.689534
-0.344426 0.000000 0.640001 0.683951 0.000012 1.703877
-0.344426 0.064163 0.640001 0.683951 0.000012 1.703877
-0.344426 0.129135 0.639945 0.683965 0.000021 1.703759
-0.344426 0.195312 0.639820 0.683994 0.000010 1.703496
-0.344426 0.262715 0.639668 0.684039-0.000024 1.703186
-0.344426 0.331091 0.639444 0.684103-0.000157 1.702728
-0.344426 0.399998 0.639277 0.684257-0.000272 1.702500
-0.344426 0.468906 0.639028 0.684328-0.000598 1.701997
-0.344426 0.537282 0.638946 0.684661-0.000851 1.702184
-0.344426 0.604685 0.638770 0.684578-0.001319 1.701739
-0.344426 0.670862 0.638789 0.685027-0.001780 1.702269
-0.344426 0.735834 0.638931 0.687363-0.002270 1.704875
-0.344426 0.799997 0.639169 0.694051-0.002137 1.712325
-0.254624 0.000000 0.646380 0.683754 0.000144 1.718765
-0.254624 0.064163 0.646380 0.683754 0.000144 1.718765
-0.254624 0.129137 0.646179 0.683759 0.000457 1.718292
-0.254624 0.195314 0.645763 0.683743 0.000747 1.717285
-0.254624 0.262718 0.645146 0.683739 0.001032 1.715817
-0.254624 0.331094 0.644357 0.683676 0.001342 1.713879
-0.254624 0.400003 0.643357 0.683533 0.001546 1.711357
-0.254624 0.468911 0.642360 0.683481 0.001926 1.708932
-0.254624 0.537288 0.641174 0.683077 0.002092 1.705663
-0.254624 0.604692 0.640223 0.683209 0.002575 1.703478
-0.254625 0.670869 0.639177 0.682580 0.002802 1.700317
-0.254625 0.735842 0.638278 0.679527 0.003178 1.695300
-0.254625 0.800005 0.637673 0.668209 0.002868 1.682185
-0.167914 0.000000 0.658460 0.682904 0.000345 1.746920
-0.167914 0.064162 0.658460 0.682904 0.000345 1.746920
-0.167914 0.129134 0.658150 0.682936 0.000932 1.746203
-0.167914 0.195309 0.657481 0.683042 0.001525 1.744697
-0.167914 0.262712 0.656549 0.683125 0.001958 1.742532
-0.167914 0.331086 0.655275 0.683336 0.002194 1.739680
-0.167914 0.399993 0.653935 0.683574 0.002292 1.736706
-0.167914 0.468900 0.652231 0.683710 0.001832 1.732772
-0.167913 0.537275 0.650925 0.684238 0.001459 1.730257
-0.167913 0.604677 0.649141 0.684069 0.000122 1.725939
-0.167913 0.670853 0.648051 0.684928-0.000601 1.724302
-0.167913 0.735825 0.647139 0.688173-0.002482 1.724990
-0.167913 0.799986 0.646810 0.703382-0.002952 1.739706
-0.083391 0.000000 0.672099 0.681512 0.000661 1.778890
-0.083391 0.064165 0.672099 0.681512 0.000661 1.778890
-0.083392 0.129139 0.671546 0.681643 0.002033 1.777657
-0.083392 0.195318 0.670327 0.681811 0.003275 1.774818
-0.083392 0.262723 0.668541 0.682202 0.004514 1.770816
-0.083392 0.331101 0.666092 0.682476 0.005496 1.765079
-0.083393 0.400011 0.662907 0.682926 0.006338 1.757746
-0.083393 0.468921 0.659399 0.683414 0.007123 1.749678
-0.083393 0.537299 0.654840 0.683557 0.007334 1.738706
-0.083393 0.604704 0.651098 0.684229 0.008613 1.730232
-0.083393 0.670883 0.645167 0.683720 0.007387 1.715427
-0.083393 0.735858 0.642273 0.680415 0.008226 1.705852
-0.083394 0.800022 0.636026 0.658758 0.005519 1.668454
 0.000000 0.000000 0.684453 0.678985 0.001339 1.807160
 0.000000 0.064163 0.684453 0.678985 0.001339 1.807160
 0.000000 0.129136 0.683583 0.679150 0.003692 1.805146
